N,P,K,ph,soil_health_score,deficiency_report,soil_health_class
25,64,20,4.807776748999999,50.0,"N deficient, K deficient, ph deficient",Moderate
34,75,24,4.760038038999999,50.0,"N deficient, K deficient, ph deficient",Moderate
20,77,23,5.180271502,50.0,"N deficient, K deficient, ph deficient",Moderate
35,80,25,4.895927306,50.0,"N deficient, K deficient, ph deficient",Moderate
14,75,24,6.436160044,60.0,"N deficient, K deficient",Moderate
36,80,21,7.066087261,60.0,"N deficient, K deficient",Moderate
7,77,18,6.655918077999999,60.0,"N deficient, K deficient",Moderate
29,78,25,5.982854522999999,60.0,"N deficient, K deficient",Moderate
30,60,21,5.457871272999999,50.0,"N deficient, K deficient, ph deficient",Moderate
20,74,16,4.759490199,50.0,"N deficient, K deficient, ph deficient",Moderate
19,57,23,7.342409555,60.0,"N deficient, K deficient",Moderate
3,60,19,4.820788186000001,50.0,"N deficient, K deficient, ph deficient",Moderate
5,77,19,6.242052013,60.0,"N deficient, K deficient",Moderate
5,68,20,5.001038726,50.0,"N deficient, K deficient, ph deficient",Moderate
37,73,21,5.560224582999999,60.0,"N deficient, K deficient",Moderate
9,59,24,4.747352458,50.0,"N deficient, K deficient, ph deficient",Moderate
20,72,15,7.313517308,60.0,"N deficient, K deficient",Moderate
31,56,23,5.661826398,60.0,"N deficient, K deficient",Moderate
0,70,21,4.672437054,50.0,"N deficient, K deficient, ph deficient",Moderate
21,74,15,6.471862118,60.0,"N deficient, K deficient",Moderate
13,67,18,5.384762927000001,50.0,"N deficient, K deficient, ph deficient",Moderate
27,74,20,5.8598134160000015,60.0,"N deficient, K deficient",Moderate
29,72,24,6.962386495,60.0,"N deficient, K deficient",Moderate
5,68,20,6.12166671,60.0,"N deficient, K deficient",Moderate
39,57,19,6.421748487,60.0,"N deficient, K deficient",Moderate
22,62,16,4.828936119,50.0,"N deficient, K deficient, ph deficient",Moderate
18,55,23,6.98571967,60.0,"N deficient, K deficient",Moderate
39,77,21,4.603563116,50.0,"N deficient, K deficient, ph deficient",Moderate
13,75,20,6.979540061,60.0,"N deficient, K deficient",Moderate
27,71,24,7.064973419,60.0,"N deficient, K deficient",Moderate
26,64,22,5.16516459,50.0,"N deficient, K deficient, ph deficient",Moderate
23,55,16,5.111488821,50.0,"N deficient, K deficient, ph deficient",Moderate
4,69,19,5.374358869,50.0,"N deficient, K deficient, ph deficient",Moderate
20,67,19,5.671419084,60.0,"N deficient, K deficient",Moderate
7,74,17,5.667419697000001,60.0,"N deficient, K deficient",Moderate
17,64,18,6.07938452,60.0,"N deficient, K deficient",Moderate
35,71,17,6.931924962999999,60.0,"N deficient, K deficient",Moderate
11,72,22,6.842744374,60.0,"N deficient, K deficient",Moderate
20,60,22,6.876572502999999,60.0,"N deficient, K deficient",Moderate
10,71,18,6.151029296,60.0,"N deficient, K deficient",Moderate
33,61,24,4.567446499,50.0,"N deficient, K deficient, ph deficient",Moderate
3,49,18,3.692863601,40.0,"N deficient, K deficient, ph deficient",Poor
22,59,23,4.371745575,40.0,"N deficient, K deficient, ph deficient",Poor
36,58,25,8.399135957999999,50.0,"N deficient, K deficient, ph excess",Moderate
4,43,18,8.840656256,50.0,"N deficient, K deficient, ph excess",Moderate
29,54,16,8.153022903,50.0,"N deficient, K deficient, ph excess",Moderate
32,43,22,5.270749441,50.0,"N deficient, K deficient, ph deficient",Moderate
14,55,15,8.050304395,50.0,"N deficient, K deficient, ph excess",Moderate
25,57,24,6.974978386,60.0,"N deficient, K deficient",Moderate
11,53,24,7.39389918,60.0,"N deficient, K deficient",Moderate
40,49,17,6.68727523,70.0,"N deficient, K deficient",Moderate
38,56,25,7.88118645,50.0,"N deficient, K deficient, ph excess",Moderate
27,43,23,5.875333778,60.0,"N deficient, K deficient",Moderate
24,38,22,8.202706015,40.0,"N deficient, P deficient, K deficient, ph excess",Poor
23,45,21,8.985348193,50.0,"N deficient, K deficient, ph excess",Moderate
29,57,20,5.87707519,60.0,"N deficient, K deficient",Moderate
31,35,23,7.707595055,40.0,"N deficient, P deficient, K deficient, ph excess",Poor
0,55,25,4.524171562,50.0,"N deficient, K deficient, ph deficient",Moderate
17,58,25,6.455592696,60.0,"N deficient, K deficient",Moderate
11,44,17,8.016210782,50.0,"N deficient, K deficient, ph excess",Moderate
22,49,22,3.71105919,40.0,"N deficient, K deficient, ph deficient",Poor
9,51,19,5.49091063,50.0,"N deficient, K deficient, ph deficient",Moderate
26,50,19,6.005242945,60.0,"N deficient, K deficient",Moderate
36,56,20,7.437078236,60.0,"N deficient, K deficient",Moderate
8,60,18,3.808429173,40.0,"N deficient, K deficient, ph deficient",Poor
24,37,21,5.818219385,50.0,"N deficient, P deficient, K deficient",Moderate
22,43,24,4.52363558,50.0,"N deficient, K deficient, ph deficient",Moderate
36,43,24,3.510404312,40.0,"N deficient, K deficient, ph deficient",Poor
22,44,24,6.030447288,60.0,"N deficient, K deficient",Moderate
17,43,22,5.498340807999999,50.0,"N deficient, K deficient, ph deficient",Moderate
8,45,15,4.61136408,50.0,"N deficient, K deficient, ph deficient",Moderate
7,56,23,5.545219232000001,60.0,"N deficient, K deficient",Moderate
36,57,16,8.292875733999999,50.0,"N deficient, K deficient, ph excess",Moderate
11,45,19,3.828031463,40.0,"N deficient, K deficient, ph deficient",Poor
6,36,22,8.869532817,40.0,"N deficient, P deficient, K deficient, ph excess",Poor
17,57,20,3.793575185,40.0,"N deficient, K deficient, ph deficient",Poor
4,47,20,4.193189124,40.0,"N deficient, K deficient, ph deficient",Poor
9,49,16,7.661537347999999,50.0,"N deficient, K deficient, ph excess",Moderate
36,44,21,4.516154055,50.0,"N deficient, K deficient, ph deficient",Moderate
21,38,20,5.794289715,50.0,"N deficient, P deficient, K deficient",Moderate
37,57,20,7.354286985,60.0,"N deficient, K deficient",Moderate
32,48,18,5.993513566,60.0,"N deficient, K deficient",Moderate
29,44,20,8.620107545,50.0,"N deficient, K deficient, ph excess",Moderate
10,44,24,8.0344125,50.0,"N deficient, K deficient, ph excess",Moderate
23,35,18,5.414492777,40.0,"N deficient, P deficient, K deficient, ph deficient",Poor
9,60,23,6.2760043360000015,60.0,"N deficient, K deficient",Moderate
22,42,22,7.887658711,50.0,"N deficient, K deficient, ph excess",Moderate
12,39,21,8.183844843,40.0,"N deficient, P deficient, K deficient, ph excess",Poor
32,41,16,7.702287236,50.0,"N deficient, K deficient, ph excess",Moderate
30,41,15,5.88509677,60.0,"N deficient, K deficient",Moderate
19,36,22,6.16496284,50.0,"N deficient, P deficient, K deficient",Moderate
4,46,15,3.504752314,40.0,"N deficient, K deficient, ph deficient",Poor
21,39,20,7.388007482999999,50.0,"N deficient, P deficient, K deficient",Moderate
35,57,25,8.340398059,50.0,"N deficient, K deficient, ph excess",Moderate
22,55,24,8.66077954,50.0,"N deficient, K deficient, ph excess",Moderate
35,51,17,3.558822825,40.0,"N deficient, K deficient, ph deficient",Poor
17,56,17,5.9565851,60.0,"N deficient, K deficient",Moderate
22,36,16,8.18422855,40.0,"N deficient, P deficient, K deficient, ph excess",Poor
11,41,19,5.131779302,50.0,"N deficient, K deficient, ph deficient",Moderate
38,38,18,6.294130312999999,50.0,"N deficient, P deficient, K deficient",Moderate
23,37,24,7.991902443,40.0,"N deficient, P deficient, K deficient, ph excess",Poor
25,35,20,8.923095695,40.0,"N deficient, P deficient, K deficient, ph excess",Poor
40,45,20,6.878498176,70.0,"N deficient, K deficient",Moderate
23,58,19,5.243634848999999,50.0,"N deficient, K deficient, ph deficient",Moderate
2,56,23,7.550090941,50.0,"N deficient, K deficient, ph excess",Moderate
3,56,17,8.709291687999999,50.0,"N deficient, K deficient, ph excess",Moderate
26,51,25,7.792508067999999,50.0,"N deficient, K deficient, ph excess",Moderate
39,42,20,8.055908857999999,50.0,"N deficient, K deficient, ph excess",Moderate
27,59,20,4.397698806,40.0,"N deficient, K deficient, ph deficient",Poor
24,45,19,5.9523849570000005,60.0,"N deficient, K deficient",Moderate
7,40,17,8.532078732999999,50.0,"N deficient, K deficient, ph excess",Moderate
15,45,23,7.224193642,60.0,"N deficient, K deficient",Moderate
26,52,23,4.931890506,50.0,"N deficient, K deficient, ph deficient",Moderate
20,45,16,4.626212446,50.0,"N deficient, K deficient, ph deficient",Moderate
34,54,24,5.026003659,50.0,"N deficient, K deficient, ph deficient",Moderate
19,51,25,3.5253661,40.0,"N deficient, K deficient, ph deficient",Poor
29,41,21,8.86979671,50.0,"N deficient, K deficient, ph excess",Moderate
11,40,23,5.80428611,60.0,"N deficient, K deficient",Moderate
15,54,15,8.35495812,50.0,"N deficient, K deficient, ph excess",Moderate
35,55,22,8.634929739,50.0,"N deficient, K deficient, ph excess",Moderate
9,59,25,7.699200949,50.0,"N deficient, K deficient, ph excess",Moderate
40,45,18,5.261285926,60.0,"N deficient, K deficient, ph deficient",Moderate
14,58,17,4.605700542,50.0,"N deficient, K deficient, ph deficient",Moderate
40,55,18,7.115994051,70.0,"N deficient, K deficient",Moderate
18,36,23,7.214078621,50.0,"N deficient, P deficient, K deficient",Moderate
4,59,22,8.914074888,50.0,"N deficient, K deficient, ph excess",Moderate
22,51,16,8.639586199,50.0,"N deficient, K deficient, ph excess",Moderate
33,47,17,8.621514073,50.0,"N deficient, K deficient, ph excess",Moderate
2,51,17,5.838508699,60.0,"N deficient, K deficient",Moderate
16,51,21,3.532008668,40.0,"N deficient, K deficient, ph deficient",Poor
19,55,20,7.18530147,60.0,"N deficient, K deficient",Moderate
8,54,20,7.034214276,60.0,"N deficient, K deficient",Moderate
36,55,20,6.635968697999999,60.0,"N deficient, K deficient",Moderate
10,56,16,6.828187498999998,60.0,"N deficient, K deficient",Moderate
22,56,17,6.89077995,60.0,"N deficient, K deficient",Moderate
9,57,24,7.165121108999998,60.0,"N deficient, K deficient",Moderate
34,59,23,6.935804256,60.0,"N deficient, K deficient",Moderate
31,51,25,7.196774236,60.0,"N deficient, K deficient",Moderate
0,49,18,6.990095452,60.0,"N deficient, K deficient",Moderate
21,39,20,7.064782137999999,50.0,"N deficient, P deficient, K deficient",Moderate
28,35,22,7.156563094,50.0,"N deficient, P deficient, K deficient",Moderate
17,52,17,6.364967184,60.0,"N deficient, K deficient",Moderate
24,42,23,6.428054409,60.0,"N deficient, K deficient",Moderate
28,46,16,6.664187809,60.0,"N deficient, K deficient",Moderate
21,38,21,6.637677489,50.0,"N deficient, P deficient, K deficient",Moderate
34,60,25,6.79385576,60.0,"N deficient, K deficient",Moderate
19,53,22,6.852884642999999,60.0,"N deficient, K deficient",Moderate
31,58,15,7.121571293,60.0,"N deficient, K deficient",Moderate
19,35,24,6.883308033,50.0,"N deficient, P deficient, K deficient",Moderate
24,53,17,6.421271178,60.0,"N deficient, K deficient",Moderate
13,47,20,6.54450214,60.0,"N deficient, K deficient",Moderate
31,53,16,6.452006451,60.0,"N deficient, K deficient",Moderate
28,45,23,6.489259136,60.0,"N deficient, K deficient",Moderate
31,37,21,6.713410626,50.0,"N deficient, P deficient, K deficient",Moderate
33,60,15,6.510840928,60.0,"N deficient, K deficient",Moderate
34,45,21,6.2873801170000005,60.0,"N deficient, K deficient",Moderate
13,57,25,6.86308576,60.0,"N deficient, K deficient",Moderate
33,57,17,6.78415271,60.0,"N deficient, K deficient",Moderate
32,57,22,6.769415887999999,60.0,"N deficient, K deficient",Moderate
23,59,25,6.320768488,60.0,"N deficient, K deficient",Moderate
35,41,18,6.705008503999999,60.0,"N deficient, K deficient",Moderate
6,48,24,6.790736339,60.0,"N deficient, K deficient",Moderate
29,36,25,7.130278657000001,50.0,"N deficient, P deficient, K deficient",Moderate
4,36,22,7.012740397000001,50.0,"N deficient, P deficient, K deficient",Moderate
10,59,22,7.1556850160000005,60.0,"N deficient, K deficient",Moderate
14,48,21,6.991242362,60.0,"N deficient, K deficient",Moderate
8,50,21,6.218923893,60.0,"N deficient, K deficient",Moderate
20,40,15,7.199495367999999,60.0,"N deficient, K deficient",Moderate
36,43,22,6.3898821660000005,60.0,"N deficient, K deficient",Moderate
14,57,15,6.623438282,60.0,"N deficient, K deficient",Moderate
11,60,23,7.033012777000001,60.0,"N deficient, K deficient",Moderate
10,59,15,6.32400451,60.0,"N deficient, K deficient",Moderate
7,60,25,6.397636709,60.0,"N deficient, K deficient",Moderate
2,47,15,6.401455706,60.0,"N deficient, K deficient",Moderate
20,45,22,6.904587016,60.0,"N deficient, K deficient",Moderate
2,39,15,6.478557136,50.0,"N deficient, P deficient, K deficient",Moderate
27,40,24,7.063022095,60.0,"N deficient, K deficient",Moderate
35,48,15,6.981758362000001,60.0,"N deficient, K deficient",Moderate
4,59,25,6.227134139,60.0,"N deficient, K deficient",Moderate
1,48,24,6.232836962,60.0,"N deficient, K deficient",Moderate
36,43,21,7.140437859,60.0,"N deficient, K deficient",Moderate
11,46,24,6.459252023,60.0,"N deficient, K deficient",Moderate
34,47,19,6.568795403999999,60.0,"N deficient, K deficient",Moderate
21,44,18,7.12851089,60.0,"N deficient, K deficient",Moderate
17,58,20,6.42937879,60.0,"N deficient, K deficient",Moderate
25,40,21,6.248900919,60.0,"N deficient, K deficient",Moderate
2,38,18,6.619891497999999,50.0,"N deficient, P deficient, K deficient",Moderate
9,48,20,6.377568542000001,60.0,"N deficient, K deficient",Moderate
37,49,25,6.415459592,60.0,"N deficient, K deficient",Moderate
36,38,15,6.3206620120000006,50.0,"N deficient, P deficient, K deficient",Moderate
40,58,15,6.978400282000001,70.0,"N deficient, K deficient",Moderate
30,44,16,6.442335592999999,60.0,"N deficient, K deficient",Moderate
1,59,23,7.184398832,60.0,"N deficient, K deficient",Moderate
9,48,22,6.402926221,60.0,"N deficient, K deficient",Moderate
14,41,17,7.085982325,60.0,"N deficient, K deficient",Moderate
35,52,19,6.698574085,60.0,"N deficient, K deficient",Moderate
31,48,17,6.594739424,60.0,"N deficient, K deficient",Moderate
4,41,20,6.647965508,60.0,"N deficient, K deficient",Moderate
30,37,25,7.120032489,50.0,"N deficient, P deficient, K deficient",Moderate
9,35,20,6.91380932,50.0,"N deficient, P deficient, K deficient",Moderate
20,41,20,7.073048264,60.0,"N deficient, K deficient",Moderate
37,50,23,6.5304707,60.0,"N deficient, K deficient",Moderate
34,35,21,6.684381357,50.0,"N deficient, P deficient, K deficient",Moderate
14,37,15,6.581351374,50.0,"N deficient, P deficient, K deficient",Moderate
23,39,22,6.86483915,50.0,"N deficient, P deficient, K deficient",Moderate
5,45,21,6.487124217000001,60.0,"N deficient, K deficient",Moderate
22,37,20,6.605733067999999,50.0,"N deficient, P deficient, K deficient",Moderate
40,51,17,6.860602782000001,70.0,"N deficient, K deficient",Moderate
27,56,20,6.41874299,60.0,"N deficient, K deficient",Moderate
31,40,22,6.365513634,60.0,"N deficient, K deficient",Moderate
38,36,21,6.5563729660000005,50.0,"N deficient, P deficient, K deficient",Moderate
6,37,17,6.760694227999999,50.0,"N deficient, P deficient, K deficient",Moderate
6,47,18,6.715276662999999,60.0,"N deficient, K deficient",Moderate
24,44,17,6.666380512000001,60.0,"N deficient, K deficient",Moderate
25,59,19,6.626629798,60.0,"N deficient, K deficient",Moderate
32,56,21,6.702772465,60.0,"N deficient, K deficient",Moderate
8,45,18,7.011030515,60.0,"N deficient, K deficient",Moderate
19,39,17,6.890156495,50.0,"N deficient, P deficient, K deficient",Moderate
39,37,15,6.821747052,50.0,"N deficient, P deficient, K deficient",Moderate
33,37,19,7.183189922,50.0,"N deficient, P deficient, K deficient",Moderate
26,54,17,6.27258822,60.0,"N deficient, K deficient",Moderate
21,51,15,6.679127482,60.0,"N deficient, K deficient",Moderate
22,54,20,6.689825155,60.0,"N deficient, K deficient",Moderate
29,45,16,6.583381939,60.0,"N deficient, K deficient",Moderate
4,40,21,6.725551062,60.0,"N deficient, K deficient",Moderate
10,37,22,7.069747813999999,50.0,"N deficient, P deficient, K deficient",Moderate
4,44,19,6.921993877999999,60.0,"N deficient, K deficient",Moderate
20,45,17,6.770955317,60.0,"N deficient, K deficient",Moderate
23,45,23,6.983130466,60.0,"N deficient, K deficient",Moderate
25,48,21,6.267684328,60.0,"N deficient, K deficient",Moderate
56,79,15,7.454532137,80.0,K deficient,Healthy
25,62,21,7.040056094,60.0,"N deficient, K deficient",Moderate
42,61,22,7.418650668,70.0,"N deficient, K deficient",Moderate
42,73,25,6.501869314,70.0,"N deficient, K deficient",Moderate
44,58,18,6.814410927999999,70.0,"N deficient, K deficient",Moderate
50,55,16,7.581442888,70.0,"K deficient, ph excess",Moderate
35,72,21,7.741418772,50.0,"N deficient, K deficient, ph excess",Moderate
30,64,20,6.573531614,60.0,"N deficient, K deficient",Moderate
27,64,21,7.543804222999999,50.0,"N deficient, K deficient, ph excess",Moderate
50,74,17,6.5408208,80.0,K deficient,Healthy
39,73,24,7.22405917,60.0,"N deficient, K deficient",Moderate
57,67,25,7.551364319,70.0,"K deficient, ph excess",Moderate
52,63,19,6.928898659,80.0,K deficient,Healthy
55,66,22,7.747775262999999,70.0,"K deficient, ph excess",Moderate
51,56,18,6.706505915,80.0,K deficient,Healthy
36,66,15,6.668238556,60.0,"N deficient, K deficient",Moderate
59,55,19,7.332375138,80.0,K deficient,Healthy
50,58,23,7.596802025,70.0,"K deficient, ph excess",Moderate
30,65,25,7.70650895,50.0,"N deficient, K deficient, ph excess",Moderate
20,62,18,7.366542647,60.0,"N deficient, K deficient",Moderate
58,71,15,6.919243702,80.0,K deficient,Healthy
25,71,24,7.187721817999999,60.0,"N deficient, K deficient",Moderate
52,71,16,7.0758864720000005,80.0,K deficient,Healthy
40,63,18,6.74441168,70.0,"N deficient, K deficient",Moderate
20,60,25,6.726469087999999,60.0,"N deficient, K deficient",Moderate
48,61,21,6.628264883,70.0,"N deficient, K deficient",Moderate
49,68,22,7.127064207,70.0,"N deficient, K deficient",Moderate
48,62,15,7.538631462000001,60.0,"N deficient, K deficient, ph excess",Moderate
32,66,17,7.162357641,60.0,"N deficient, K deficient",Moderate
21,63,22,6.859409487000001,60.0,"N deficient, K deficient",Moderate
20,72,19,7.397190844,60.0,"N deficient, K deficient",Moderate
25,65,21,6.880245789,60.0,"N deficient, K deficient",Moderate
41,78,21,6.581313137,70.0,"N deficient, K deficient",Moderate
53,67,17,7.296972161,80.0,K deficient,Healthy
39,60,21,6.97297656,60.0,"N deficient, K deficient",Moderate
25,76,17,7.241148507,60.0,"N deficient, K deficient",Moderate
21,78,19,6.92009048,60.0,"N deficient, K deficient",Moderate
57,60,17,7.504608385,70.0,"K deficient, ph excess",Moderate
56,75,15,7.152272256,80.0,K deficient,Healthy
49,72,15,7.137004749,70.0,"N deficient, K deficient",Moderate
24,80,19,6.8080417220000005,60.0,"N deficient, K deficient",Moderate
49,76,18,7.393631868,70.0,"N deficient, K deficient",Moderate
28,68,19,7.69950698,50.0,"N deficient, K deficient, ph excess",Moderate
55,78,21,6.602888248999999,80.0,K deficient,Healthy
50,64,25,6.734447425,80.0,K deficient,Healthy
34,80,19,6.521217963,60.0,"N deficient, K deficient",Moderate
20,68,23,7.707332484,50.0,"N deficient, K deficient, ph excess",Moderate
55,67,16,6.596719015,80.0,K deficient,Healthy
23,70,15,7.403623355,60.0,"N deficient, K deficient",Moderate
53,74,15,7.517097,70.0,"K deficient, ph excess",Moderate
26,67,16,7.17620823,60.0,"N deficient, K deficient",Moderate
33,80,22,6.593961761,60.0,"N deficient, K deficient",Moderate
37,79,19,7.143942758,60.0,"N deficient, K deficient",Moderate
33,75,21,6.690655045,60.0,"N deficient, K deficient",Moderate
22,55,20,7.423530351,60.0,"N deficient, K deficient",Moderate
20,68,17,6.578714842999999,60.0,"N deficient, K deficient",Moderate
43,68,20,7.497469256,70.0,"N deficient, K deficient",Moderate
44,76,22,7.775306272000001,60.0,"N deficient, K deficient, ph excess",Moderate
34,60,16,7.322555222999999,60.0,"N deficient, K deficient",Moderate
21,72,17,7.580527339,50.0,"N deficient, K deficient, ph excess",Moderate
25,68,19,7.1084501210000015,60.0,"N deficient, K deficient",Moderate
41,62,15,7.358974541,70.0,"N deficient, K deficient",Moderate
28,65,23,7.405176138,60.0,"N deficient, K deficient",Moderate
35,64,15,6.500144962,60.0,"N deficient, K deficient",Moderate
52,58,16,7.167435834,80.0,K deficient,Healthy
58,75,25,7.261791753,80.0,K deficient,Healthy
34,66,19,7.586642101,50.0,"N deficient, K deficient, ph excess",Moderate
52,70,16,7.534811832999999,70.0,"K deficient, ph excess",Moderate
23,57,19,7.251000789,60.0,"N deficient, K deficient",Moderate
42,58,25,6.513620917999999,70.0,"N deficient, K deficient",Moderate
37,62,17,7.121254928,60.0,"N deficient, K deficient",Moderate
44,75,22,7.574561547,60.0,"N deficient, K deficient, ph excess",Moderate
21,80,20,7.350869792,60.0,"N deficient, K deficient",Moderate
56,76,16,7.5131510760000015,70.0,"K deficient, ph excess",Moderate
29,76,15,7.0256077060000015,60.0,"N deficient, K deficient",Moderate
43,61,20,6.804253866,70.0,"N deficient, K deficient",Moderate
55,60,15,7.163043872,80.0,K deficient,Healthy
44,63,15,7.338929556,70.0,"N deficient, K deficient",Moderate
29,67,21,6.621323612,60.0,"N deficient, K deficient",Moderate
47,63,16,6.661870999,70.0,"N deficient, K deficient",Moderate
40,68,17,7.733149554,60.0,"N deficient, K deficient, ph excess",Moderate
58,61,15,7.402891666,80.0,K deficient,Healthy
41,74,18,6.599147297999999,70.0,"N deficient, K deficient",Moderate
58,79,17,7.04174124,80.0,K deficient,Healthy
27,62,24,7.353876754,60.0,"N deficient, K deficient",Moderate
27,60,17,7.026795358999999,60.0,"N deficient, K deficient",Moderate
52,65,20,6.814301033,80.0,K deficient,Healthy
44,55,25,7.42160832,70.0,"N deficient, K deficient",Moderate
21,62,24,6.8473828910000005,60.0,"N deficient, K deficient",Moderate
60,59,22,7.191522601,80.0,K deficient,Healthy
33,77,21,7.01285529,60.0,"N deficient, K deficient",Moderate
59,58,17,7.368318809,80.0,K deficient,Healthy
29,63,17,7.26154329,60.0,"N deficient, K deficient",Moderate
59,63,18,6.52669158,80.0,K deficient,Healthy
29,70,15,6.872594461,60.0,"N deficient, K deficient",Moderate
58,73,16,6.874142175,80.0,K deficient,Healthy
55,77,22,7.76061831,70.0,"K deficient, ph excess",Moderate
42,79,23,6.781841984,70.0,"N deficient, K deficient",Moderate
44,77,21,7.326980454,70.0,"N deficient, K deficient",Moderate
38,62,25,7.453975408,60.0,"N deficient, K deficient",Moderate
32,76,15,7.604110177000001,50.0,"N deficient, K deficient, ph excess",Moderate
13,61,22,7.728832424,50.0,"N deficient, K deficient, ph excess",Moderate
38,60,20,7.491217102,60.0,"N deficient, K deficient",Moderate
11,74,17,6.633864582,60.0,"N deficient, K deficient",Moderate
37,71,16,7.324863481,60.0,"N deficient, K deficient",Moderate
29,71,18,6.410441476,60.0,"N deficient, K deficient",Moderate
2,72,18,7.836719564,50.0,"N deficient, K deficient, ph excess",Moderate
6,59,21,6.139215944,60.0,"N deficient, K deficient",Moderate
13,64,20,6.590571088,60.0,"N deficient, K deficient",Moderate
8,58,17,7.286049977999999,60.0,"N deficient, K deficient",Moderate
6,77,20,6.058306161,60.0,"N deficient, K deficient",Moderate
2,75,22,6.658605362,60.0,"N deficient, K deficient",Moderate
3,69,23,7.299360767,60.0,"N deficient, K deficient",Moderate
27,80,24,7.815210661,50.0,"N deficient, K deficient, ph excess",Moderate
39,78,15,5.925391795,60.0,"N deficient, K deficient",Moderate
40,79,17,6.403683619,70.0,"N deficient, K deficient",Moderate
37,62,22,7.397546271,60.0,"N deficient, K deficient",Moderate
31,60,24,7.722335992,50.0,"N deficient, K deficient, ph excess",Moderate
22,67,22,7.475926645,60.0,"N deficient, K deficient",Moderate
3,78,18,6.887130053,60.0,"N deficient, K deficient",Moderate
4,80,16,7.441976825,60.0,"N deficient, K deficient",Moderate
13,61,24,7.629910252999999,50.0,"N deficient, K deficient, ph excess",Moderate
12,66,20,7.336117221,60.0,"N deficient, K deficient",Moderate
4,61,21,6.75020529,60.0,"N deficient, K deficient",Moderate
9,60,21,7.52178027,50.0,"N deficient, K deficient, ph excess",Moderate
18,66,22,6.347379185,60.0,"N deficient, K deficient",Moderate
32,56,18,7.135251532000001,60.0,"N deficient, K deficient",Moderate
6,72,15,7.670178119,50.0,"N deficient, K deficient, ph excess",Moderate
15,77,20,7.399749291,60.0,"N deficient, K deficient",Moderate
0,65,24,7.841496029,50.0,"N deficient, K deficient, ph excess",Moderate
30,79,22,6.254216611,60.0,"N deficient, K deficient",Moderate
3,63,16,6.868881707999999,60.0,"N deficient, K deficient",Moderate
2,78,23,7.320514721,60.0,"N deficient, K deficient",Moderate
10,78,18,6.296976913,60.0,"N deficient, K deficient",Moderate
14,67,25,7.241151936,60.0,"N deficient, K deficient",Moderate
39,65,23,7.685959305,50.0,"N deficient, K deficient, ph excess",Moderate
19,72,15,6.890760124,60.0,"N deficient, K deficient",Moderate
18,57,21,6.155915975,60.0,"N deficient, K deficient",Moderate
31,58,15,6.167855382000001,60.0,"N deficient, K deficient",Moderate
28,58,25,6.861640036,60.0,"N deficient, K deficient",Moderate
5,65,19,6.978361689,60.0,"N deficient, K deficient",Moderate
16,65,19,7.043160241,60.0,"N deficient, K deficient",Moderate
34,65,19,5.94239222,60.0,"N deficient, K deficient",Moderate
14,69,19,7.239455147,60.0,"N deficient, K deficient",Moderate
22,55,16,6.516317561,60.0,"N deficient, K deficient",Moderate
24,61,17,6.233269045,60.0,"N deficient, K deficient",Moderate
2,79,15,7.505283615,50.0,"N deficient, K deficient, ph excess",Moderate
26,63,17,6.950300686,60.0,"N deficient, K deficient",Moderate
27,61,15,6.958054839,60.0,"N deficient, K deficient",Moderate
24,70,16,6.54803469,60.0,"N deficient, K deficient",Moderate
13,74,25,6.461618577,60.0,"N deficient, K deficient",Moderate
6,64,23,7.065264073,60.0,"N deficient, K deficient",Moderate
12,58,23,6.765091462000001,60.0,"N deficient, K deficient",Moderate
32,79,22,5.91645379,60.0,"N deficient, K deficient",Moderate
6,68,18,6.711341147000001,60.0,"N deficient, K deficient",Moderate
10,79,20,6.379881442,60.0,"N deficient, K deficient",Moderate
38,77,22,6.313284267999999,60.0,"N deficient, K deficient",Moderate
17,74,17,7.393210848,60.0,"N deficient, K deficient",Moderate
26,68,24,7.504930973,50.0,"N deficient, K deficient, ph excess",Moderate
23,75,17,7.198076286,60.0,"N deficient, K deficient",Moderate
32,78,22,7.007037515,60.0,"N deficient, K deficient",Moderate
19,79,19,6.677262562,60.0,"N deficient, K deficient",Moderate
22,60,18,6.74398035,60.0,"N deficient, K deficient",Moderate
28,69,16,6.547361617999999,60.0,"N deficient, K deficient",Moderate
1,67,21,6.551577598,60.0,"N deficient, K deficient",Moderate
12,67,23,6.585020302999999,60.0,"N deficient, K deficient",Moderate
36,67,20,6.924042372000001,60.0,"N deficient, K deficient",Moderate
28,70,21,7.437373666,60.0,"N deficient, K deficient",Moderate
12,71,19,7.142611056000002,60.0,"N deficient, K deficient",Moderate
22,68,16,7.74672376,50.0,"N deficient, K deficient, ph excess",Moderate
26,66,22,6.300479414,60.0,"N deficient, K deficient",Moderate
16,65,16,6.078724107,60.0,"N deficient, K deficient",Moderate
14,59,22,6.76660668,60.0,"N deficient, K deficient",Moderate
33,59,19,7.641024177,50.0,"N deficient, K deficient, ph excess",Moderate
21,63,17,6.559681838,60.0,"N deficient, K deficient",Moderate
0,69,21,7.072923306,60.0,"N deficient, K deficient",Moderate
10,75,17,7.732194787999999,50.0,"N deficient, K deficient, ph excess",Moderate
30,61,18,6.157782589,60.0,"N deficient, K deficient",Moderate
0,74,17,7.240988401,60.0,"N deficient, K deficient",Moderate
35,74,22,6.898905799,60.0,"N deficient, K deficient",Moderate
7,63,24,6.818681086000002,60.0,"N deficient, K deficient",Moderate
